OFFICIAL_NAME,COUNTY_NAME,OFFICIAL_SIZE_VALUE,OFFICIAL_MAX_DEPTH_VALUE,PLSS,WBIC
Spauldings Pond,Rock,24.94,12,T3N R13E S10 SE SW,780000
Spectacle Lake,Vilas,165.97,35,T41N R12E S29 SE NE,717400
Spence Lake,Chippewa,12.3,86,T32N R8W S2 NE SE,2346400
Spencer Lake,Waupaca,69.67,53,T12N R21E S18 SW NW,255000
Spencer Lake,Burnett,188.73,19,T38N R15W S35 NE NW,2658400
Spider Lake,Ashland,86.39,25,T43N R4W S4 NE NE,2918600
Spider Lake,Bayfield,65.76,15,T47N R7W S22 NE NW,2774200
Spider Lake,Washburn,21.11,20,T37N R10W S3 NE SE,1882300
Spider Lake,Washburn,23.43,30,T37N R10W S3 SE NW,1882400
Spider Lake,Vilas,278.12,43,T42N R5E S14 NE SE,2329300
Spider Lake,Bayfield,125.13,22,T47N R8W S19 NE NW,2876200
Spider Lake,Douglas,52.1,17,T43N R12W S5 SW SW,2498300
Spider Lake,Washburn,40.81,62,T37N R10W S2 NW NW,1882100
Spider Lake,Iron,358.68,49,T43N R4E S7 SE SE,2306300
Spider Lake,Washburn,7.15,20,T37N R10W S2 NW SW,1882200
Spider Lake,Sawyer,1194.3,64,T42N R7W S34 SW NW,2435700
Spider Lake,Washburn,180.61,49,T37N R10W S10 NE NW,1882500
Spider Lake,Oneida,123.07,29,T38N R8E S23 SE SE,1586600
Spider Lake Chain,Washburn,,,T37N R10W S10 NE NE,1882600
Spillerberg Lake,Ashland,74.9,24,T43N R2W S19 NW NE,2936200
Spirit Lake,Price,136.79,9,T34N R3E S32 SE SW,1513000
Spirit Lake,Bayfield,36.45,30,T46N R8W S13 NE NW,2904800
Spirit Lake,Oneida,347.75,39,T38N R11E S4 SW SE,1612000
Spirit Lake,Taylor,136.79,9,T34N R3E S32 SE SW,1513000
Spirit Lake,Burnett,592.13,27,T37N R18W S11 NE NE,2650300
Spirit River Flowage,Lincoln,1219.94,25,T34N R6E S16 NE NW,1506800
Spooner Lake,Washburn,1132.46,17,T39N R12W S27 NW SE,2685200
Spot Lake,Sawyer,1.84,11,T42N R5W S4 SW NE,1882700
Spread Eagle Chain of Lakes,Florence,,,T39N R19E S3 NW NW,702100
Spread Eagle Chain of Lakes,Florence,,,T39N R19E S3 NW NW,702100
Spread Eagle Chain of Lakes,Florence,,,T39N R19E S3 NW NW,702100
Spring Lake,Waukesha,105.27,22,T5N R18E S4 SE NE,770600
Spring Lake,Sawyer,21.28,9,T41N R7W S14 SE NE,2433100
Spring Lake,Manitowoc,9.11,23,T17N R22E S5 SW NE,63700
Spring Lake,Barron,58.23,67,T36N R14W S25 NE NW,1882800
Spring Lake,Washburn,43.82,13,T39N R10W S36 NE NE,1882900
Spring Lake,Bayfield,8.88,17,T43N R6W S33 SW NW,2420400
Spring Lake,Washburn,204.32,24,T40N R11W S26 NE SE,2498600
Spring Lake,Ozaukee,60.19,22,T12N R21E S2 NW NW,30500
Spring Lake,Columbia,26.9,32,T12N R10E S4 SE NE,180000
Spring Lake,Sawyer,202.35,18,T40N R9W S12 NW SE,2724900
Spring Lake,Fond du Lac,10.49,2,T13N R19E S15 NE SE,11900
Spring Lake,Green Lake,65.23,54,T14N R11E S14 SW SW,160600
Spring Lake,Forest,4.07,20,T34N R14E S11 NW SE,479600
Spring Lake,Bayfield,19.74,11,T47N R9W S11 NE SW,2774400
Spring Lake,Sheboygan,60.19,22,T12N R21E S2 NW NW,30500
Spring Lake,Marquette,7.03,49,T15N R10E S3 NW SW,155400
Spring Lake,Jefferson,104.72,11,T5N R16E S22 NE SE,820800
Spring Lake,Waushara,50,37,T18N R11E S23 SE SW,149000
Spring Lake,Oneida,88.48,15,T39N R11E S35 NW SW,1611100
Spring Lake,Vilas,206.88,12,T43N R9E S27 NW SE,2964800
Spring Lake,Green Lake,62.19,42,T15N R12E S12 SE NE,148100
Spring Lake,Marquette,17.13,49,T15N R10E S3 NW SW,155300
Spring Lake,Portage,38.17,42,T22N R10E S7 SE NW,267200
Spring Lake ,Washburn,31.25,8,T42N R13W S16 SW NW,2691200
Springville Pond,Portage,13.95,10,T23N R8E S15 SW NW,1402300
Spruce Lake,Bayfield,14.31,10,T44N R5W S27 SE NW,2774500
Spruce Lake,Taylor,23.17,63,T31N R2W S29 SW SW,2163800
Spruce Lake,Chippewa,6.54,23,T30N R5W S2 NE SW,1883000
Spruce Lake,Fond du Lac,30.44,3.5,T14N R19E S23 NW SW,12000
Spruce Lake,Sawyer,4.55,10,T42N R6W S15 NE SE,1883100
Spruce Lake,Bayfield,4.27,10,T44N R6W S14 NW NW,2498700
Spur Lake,Marinette,11.54,27,T37N R18E S3 NW NW,621900
Spur Lake,Price,11.5,25,T39N R1E S15 SE NW,2253400
Square Lake,Polk,30.85,11,T34N R16W S9 NE NE,2498900
Squash Lake,Oneida,397.68,74,T36N R7E S24 NE NE,1019500
Squaw Lake,Oneida,735.55,21,T40N R4E S33 SW NE,2271600
Squaw Lake,Saint Croix,109.96,32,T31N R18W S8 SE SE,2499000
Squaw Lake,Vilas,735.55,21,T40N R4E S33 SW NE,2271600
Squaw Lake,Lincoln,81.58,44,T35N R8E S10 NW NW,1564400
Squirrel Lake,Vilas,1309.46,46,T39N R5E S30 NE NW,1536300
Squirrel Lake,Oneida,1309.46,46,T39N R5E S30 NE NW,1536300
St Croix Flowage ,Douglas,2247.33,28,T44N R13W S36 NE SE,2740300
Stanley Lake,Chippewa,14.37,16,T31N R8W S15 SE NE,1883300
Staples Lake,Barron,339.56,17,T35N R14W S30 NW SW,2631200
Staples Lake,Polk,339.56,17,T35N R14W S30 NW SW,2631200
Star Lake,Vilas,1219.2,68,T41N R8E S22 SE NE,1593100
Star Lake,Bayfield,207.14,50,T45N R7W S15 NE NW,2898400
Star Lake,Sawyer,106.34,15,T42N R6W S4 NW SE,2420100
Star Lake,Chippewa,23.26,23,T28N R8W S6 NE NW,2150800
Star Lake,Rusk,11.69,28,T33N R9W S33 NE NW,1883500
Statenaker Lake,Vilas,204.49,77,T41N R6E S32 SW SE,1883800
Stearns Lake,Vilas,232.48,16,T40N R5E S1 NW NE,2323600
Steele Lake,Douglas,151.81,8,T47N R11W S33 NW SE,2866000
Steelhead Lake,Bayfield,15.8,50,T46N R8W S15 SE NW,2774800
Stella Lake,Oneida,415.15,22,T37N R10E S2 SE NW,1575700
Stenson Lake,Marathon,55.66,22,T26N R10E S22 SE SW,199300
Stevens Lake,Forest,289.66,12,T40N R14E S24 SW NW,683000
Stewart Lake,Dane,5.79,12,T6N R6E S2 SE NE,1252300
Stoltenburg Lake,Portage,16.7,29,T23N R10E S5 SW SE,199400
Stone Lake,Vilas,137.7,43,T42N R5E S14 NW NE,2328800
Stone Lake,Oneida,249.26,14,T39N R4E S27 SE SW,2272700
Stone Lake,Washburn,489.9,49,T39N R10W S24 SW SE,1884100
Stone Lake,Oneida,178.32,16,T39N R9E S32 SW SW,1597600
Stone Lake,Price,86.83,16,T34N R3E S30 NW NW,1513800
Stormy Lake,Vilas,522.9,63,T41N R9E S12 NW NW,1020300
Storrs Lake,Rock,20.25,25,T4N R13E S26 SE SE,780300
Stratton Lake,Waupaca,63.45,42,T21N R11E S16 SW SE,259600
Street Lake,Vilas,45.98,22,T42N R6E S26 NE NE,1884200
Strum Lake (Crystal),Trempealeau,54.86,8,T24N R8W S18 SE SE,1825100
Stump Lake,Barron,107.83,7,T35N R11W S9 NW NE,2104100
Sturgeon Falls Flowage,Marinette,255.31,23,T38N R21E S22 SE SW,646900
Sue Lake,Taylor,1.94,15,T31N R2W S11 SW SE,1668000
Sugar Bush Lake,Bayfield,184.08,10,T44N R7W S35 NE NW,2484600
Sugar Camp Lake,Oneida,519.13,38,T38N R9E S12 NE SW,1020400
Sugar Maple Lake,Vilas,141.28,46,T42N R11E S24 NW NW,1632200
Sullivan Lake,Douglas,82.7,5,T43N R11W S30 NE NE,2695500
Summit Lake,Sawyer,59.68,22,T38N R9W S14 SE NE,2389400
Summit Lake,Langlade,279.17,29,T33N R10E S2 SE NW,1445600
Sunday Lake,Oneida,87.01,43,T39N R5E S10 NW NW,1020600
Sunfish Lake,Douglas,8.55,24,T46N R10W S18 NW NW,2867600
Sunfish Lake,Chippewa,2.41,30,T31N R8W S13 NE SW,2179800
Sunfish Lake,Chippewa,1.97,20,T32N R8W S3 SW SW,2353200
Sunfish Lake,Washburn,59.99,33,T40N R13W S22 NE SE,2500100
Sunset Lake,Waupaca,30.34,63,T22N R11E S27 SE SW,265500
Sunset Lake,Oneida,34.48,16,T37N R10E S30 SE NE,1572500
Sunset Lake,Vilas,207.21,30,T40N R9E S26 NW NE,1020900
Sunset Lake,Portage,63.18,55,T24N R10E S22 NW NE,199700
Superior Lake,Washburn,31.74,22,T38N R10W S27 NE NE,1884700
Surprise Lake,Oconto,65.53,20,T33N R15E S10 SW SE,428100
Swamp Lake,Oneida,293.29,8,T36N R6E S6 SE SE,1522400
Swamp Lake,Sawyer,249.07,8,T38N R3W S2 SE NE,2277400
Swamsauger Lake,Oneida,135.64,15,T38N R4E S14 SW NW,1528700
Swan Lake,Walworth,27.01,7,T4N R18E S18 SW NE,766900
Swan Lake,Columbia,407.49,82,T12N R9E S11 NE NE,179800
Swede Lake,Bayfield,27.44,35,T46N R8W S12 NE SW,2775300
Swede Lake,Polk,65.52,32,T32N R18W S13 SW SE,2500500
Sweeny Lake,Oneida,191.12,18,T39N R7E S14 SW NW,1589600
Sweet Lake,Bayfield,84.77,38,T45N R9W S35 SE SW,2743700
Swift Lake,Walworth,19.97,8,T4N R17E S8 SE SW,741800
Sy Lake,Manitowoc,13.4,31,T17N R21E S11 SE NE,57900
Sylvan Lake,Barron,76.93,37,T36N R13W S15 NE NE,1884800
Tabor Lake,Burnett,170.28,28,T41N R15W S19 NE SW,2671700
Tahoe Lake,Racine,5.57,3,T3N R19E S18 SW SW,752000
Tahoe Lake,Lincoln,6.51,53,T34N R8E S20 SE NW,1021600
Tainter Lake,Dunn,1604.58,37,T28N R12W S6 SW NW,2068000
Tallman Lake,Chippewa,9.63,15,T32N R8W S9 SE SE,1884900
Tamarack Lake,Chippewa,3.06,28,T31N R8W S11 SE SW,2180300
Tamarack Lake,Oneida,100.98,22,T38N R9E S27 SW NE,1582200
Tamarack Lake,Sawyer,2.6,10,T41N R6W S35 SE NE,2414900
Tamarack Lake,Chippewa,4.03,37,T32N R8W S17 SE SW,2352400
Tambling Lake,Vilas,171.99,11,T40N R11E S30 NW NE,1603600
Tank Lake,Bayfield,7.45,20,T43N R6W S11 SW NE,2500900
Tank Lake,Vilas,13.44,25,T40N R4E S26 NW NW,1885100
Tarbert Lake,Polk,41.62,20,T36N R18W S20 SW NW,2501000
Tarrant Lake,Columbia,23.57,7,T12N R12E S6 NE NE,1269100
Taylor Lake,Waupaca,42.78,58,T22N R11E S35 NW SW,265600
Taylor Lake,Washburn,33.34,8,T41N R11W S4 SE NE,2698000
Taylor Lake,Bayfield,85.15,15,T44N R6W S25 SE NE,2734100
Taylor Lake,Burnett,84.78,10,T38N R16W S1 NE NW,2655900
Tea Lake,Ashland,49.96,48,T44N R4W S18 NE NW,2922700
Teacup Lake,Bayfield,.96,40,T46N R7W S29 SE SE,2775500
Teal Flowage,Jackson,15.51,10,T21N R3W S1 NW NW,1714900
Teal Lake,Sawyer,1024.36,31,T42N R6W S34 NE NW,2417000
Teal River Flowage,Sawyer,66.04,9,T41N R6W S11 NW NW,2416900
Teek Lake,Manitowoc,4.88,36,T19N R23E S28 SW NW,67700
Tenderfoot Lake,Vilas,453.08,33,T44N R42W S11 NW SW,2962400
Tenmile Lake,Barron,265.77,12,T33N R10W S32 SE SE,2089500
Third Lake,Oneida,96.66,14,T37N R10E S31 SW NW,1572200
Third Lake,Trempealeau,34.75,8,T18N R9W S36 SW NE,728700
Thirty-Three Lake,Taylor,7.55,55,T32N R2W S33 SE SW,2162600
Thomas Lake,Portage,31.53,28,T23N R9E S15 NE SE,200300
Thompson Lake,Price,114.17,25,T40N R3E S5 NE NE,2265900
Thorn Lake,Portage,12.03,25,T23N R10E S36 NW SE,277200
Thorn Lake,Douglas,33.96,6,T43N R10W S8 NW SW,2501300
Thornapple Flowage,Rusk,266.1,19,T34N R7W S22 SE NE,2227500
Three Johns Lake,Forest,47.62,42,T40N R12E S22 SW SW,692600
Thunder Lake,Marinette,132.63,62,T32N R18E S15 NW NE,533600
Thunder Lake,Oneida,1794.32,9,T38N R10E S3 SE SE,1618100
Thunder Lake,Oneida,1794.32,9,T38N R10E S3 SE SE,1618100
Thunder Lake,Oneida,182.46,12,T37N R9E S32 NW NE,1580400
Tichigan Lake,Racine,279,63,T4N R19E S14 NE SW,763600
Tiger Cat Flowage,Sawyer,1011.83,30,T41N R7W S16 SE SE,2435000
Tigerton Pond,Shawano,4.1,14,T26N R12E S9 SW SW,306600
Tilden Mill Pond,Chippewa,48.27,11,T29N R9W S24 NW NE,2151200
Tilleda Pond,Shawano,28.27,11,T27N R13E S15 SW SE,302300
Tilly Lake,Washington,11.98,48,T10N R19E S13 SE SW,24100
Timms Lake,Price,19.41,38,T34N R2E S11 NE NW,2206300
Timms Lake,Marinette,29.64,37,T37N R21E S17 SE SE,639800
Tittle Lake,Fond du Lac,29,47,T14N R19E S12 SW SE,38900
Tom Doyle Lake,Oneida,107.59,30,T38N R8E S28 NE NW,1586800
Tomahawk Lake,Oneida,3461.71,84,T39N R6E S24 SE SW,1542700
Tomahawk Lake,Washburn,20.74,35,T40N R13W S27 NE SW,2501600
Tomahawk Lake,Bayfield,131.13,42,T45N R9W S20 SW NE,2501700
Tombeau Lake,Kenosha,33.9,26,T1N R18E S24 SE NW,743800
Tombeau Lake,Walworth,33.9,26,T1N R18E S24 SE NW,743800
Tomoe Lake,Burnett,68.44,6,T40N R15W S31 NE NW,2676300
Toothpick Lake,Bayfield,5.92,20,T47N R7W S31 SW SW,2775600
Torrey Lake,Ashland,29.33,31,T43N R2W S33 SW SW,2406700
Totagatic Flowage,Sawyer,453.24,12,T42N R10W S12 SE SW,2703500
Totagatic Flowage,Washburn,453.24,12,T42N R10W S12 SE SW,2703500
Totagatic Lake,Bayfield,538.09,7,T43N R8W S31 NW SE,2705000
Towanda Lake,Vilas,139.14,27,T40N R6E S23 NE SW,1022900
Tower Lake,Bayfield,12.18,45,T46N R8W S25 SW SE,2775800
Town Corner Lake,Marinette,182.12,9,T36N R19E S36 SE NW,617900
Town Line Lake,Chippewa,44.83,26,T32N R8W S33 SW NE,2172600
Townline Lake,Oneida,142.27,19,T39N R11E S31 SE SW,1609600
Townline Lake,Oneida,61.27,25,T37N R8E S35 SW SE,1023100
Townline Lake,Langlade,18.13,40,T33N R10E S6 NW NW,1023000
Townsend Flowage,Oconto,444.52,30,T33N R15E S27 NE NE,465000
Tozer Lake,Washburn,34.66,53,T38N R13W S2 NE SE,2502000
Tracy Lake,Price,13.6,15,T40N R1E S26 SW SW,2257600
Trail Lake,Bayfield,4.07,10,T43N R6W S31 SW NW,2502100
Tranus Lake,Washburn,165.93,12,T41N R10W S30 NE SW,2721600
Trapper Lake,Bayfield,80.93,30,T44N R6W S27 SE NW,2734500
Travers Lake,Bayfield,17.86,5,T45N R8W S6 SW SE,2502200
Tree Lake,Portage,73.24,33,T25N R10E S3 NE SW,289400
Trego Lake,Washburn,383.25,36,T40N R12W S17 SW NW,2712000
Trilby Lake,Vilas,96.53,12,T40N R6E S13 NW NW,1023300
"Triple Lake, North",Chippewa,7.89,21,T32N R8W S21 NW NE,1869600
"Triple Lake, West",Chippewa,14.37,21,T32N R8W S21 NW SW,2044700
Triple Lakes,Chippewa,24.37,22,T32N R8W S21 NW SE,1846400
Tripp Lake (Trapp),Walworth,121.12,8,T4N R15E S4 SE SW,816000
Trout Lake,Oconto,17.95,20,T32N R15E S21 SW NE,493100
Trout Lake,Vilas,3864.21,117,T41N R6E S14 NE NE,2331600
Trout Lake,Sawyer,10.73,10,T41N R6W S16 SW SE,1886600
Trout Lake,Bayfield,14.77,29,T46N R8W S4 SE SW,2775900
Trow Lake (L Merrillan Pond),Jackson,38.03,9,T23N R4W S26 SE SE,1711500
Trude Lake,Iron,785.66,48,T42N R2E S13 SE NE,2295200
Trump Lake,Forest,161.72,20,T35N R15E S31 SE NW,479300
Tub Lake,Bayfield,9.94,20,T47N R7W S32 SW SE,2776000
Tucker Lake,Price,106.82,32,T40N R3E S13 SE SW,2269000
Tug Lake,Lincoln,151.45,21,T33N R6E S35 NE SE,1482400
Tuma Lake,Manitowoc,14.02,36,T21N R23E S17 SE SW,87900
Turner Lake,Price,158.56,12,T40N R3E S25 SW SE,2268500
Turner Lake,Vilas,158.56,12,T40N R3E S25 SW SE,2268500
Turtle Flambeau Flowage,Iron,12942.27,50,T42N R2E S34 SE SE,2294900
Turtle Lake,Forest,13.28,10,T34N R16E S29 NE SE,428400
Turtle Lake,Portage,12.63,9,T23N R10E S15 SE NE,200600
Turtle Lake,Sawyer,1.79,20,T42N R6W S15 NE SE,1887000
Turtle Lake,Walworth,141.46,30,T3N R15E S14 NE NW,795100
Turtle Lake,Chippewa,5.86,9,T32N R8W S20 SE SE,1886900
Tuscobia Lake,Barron,175.66,25,T35N R11W S4 SW SW,2104300
Tuttle Lake,Marquette,150.92,33,T17N R10E S22 SE NE,108200
Twentysix Lake,Burnett,218.21,45,T41N R15W S26 SW SE,2672500
Twin Bear Lake,Bayfield,157.16,59,T47N R8W S34 SW SW,2903100
Twin Falls Flowage,Florence,569.64,50,T39N R19E S12 NW NE,701900
Twin Island Lake,Vilas,203.01,15,T43N R7E S11 NE NW,2959300
Twin Lake,Waupaca,17.39,26,T24N R13E S7 SW NE,284100
Twin Lake,Waushara,92.81,13,T20N R11E S1 NW SE,182300
Twin Lake ,Waupaca,10.49,25,T24N R13E S7 SW NE,284000
"Twin Lake, East",Rusk,24.5,10,T32N R9W S5 NW NE,2092000
"Twin Lake, East",Chippewa,24.5,10,T32N R9W S5 NW NE,2092000
"Twin Lake, West",Chippewa,12.2,6,T32N R9W S6 SE NW,2091900
Twin Lakes,Lincoln,54.59,40,T34N R7E S5 NW NW,1506000
Twin Lakes,Green Lake,73.9,46,T15N R13E S5 SE SW,146500
Twin Lakes,Marquette,12.82,24,T17N R8E S30 SW SE,117000
Twin Lakes,Bayfield,51.54,25,T43N R6W S17 SW NE,2731800
Twin Lakes,Vilas,2870.95,60,T41N R11E S18 NE NE,1623800
Twin Lakes,Vilas,627.71,43,T41N R11E S19 NE NW,1623700
Twin Lakes,Oconto,5.18,25,T32N R15E S29 SE SE,420300
Twin Lakes,Polk,14.47,74,T35N R19W S14 NW SW,2467800
Twin Lakes,Chippewa,16,14,T31N R8W S27 NE SE,2170600
Twin Lakes,Bayfield,21.32,22,T49N R6W S36 NE NE,2761000
Twin Lakes,Bayfield,15.36,15,T43N R6W S20 NE NW,2494400
Twin Lakes,Polk,32.47,49,T35N R18W S18 SE NW,2457400
Twin Lakes,Price,16.02,16,T40N R3E S11 SW SE,2264200
Twin Lakes,Lincoln,41.39,24,T34N R7E S5 SW NE,1505900
Twin Lakes,Vilas,2870.95,60,T41N R11E S18 NE NE,1623800
Twin Lakes,Oconto,5.81,15,T32N R15E S29 SE SW,439400
Twin Lakes,Fond du Lac,12.63,27,T14N R18E S16 NW NE,139500
Twin Lakes,Bayfield,15.07,52,T49N R6W S36 NE SW,2832200
Twin Lakes,Ashland,58.57,14,T44N R2W S24 NW NW,2935700
Twin Lakes,Douglas,115.85,5,T45N R11W S27 SW NE,2462400
Twin Lakes,Marquette,12.65,8,T17N R8E S31 NE NE,103100
"Twin Lakes, East",Ashland,25.66,24,T44N R2W S24 NW NE,2935800
"Twin Lakes, West",Douglas,71.04,5,T45N R11W S28 SE SE,2599000
Twin Valley Lake,Iowa,135.92,32,T6N R3E S1 SW NE,1245800
Two Axe Lake,Sawyer,45.24,20,T40N R6W S26 SE NE,1887200
Two Boys Lake,Sawyer,107.92,37,T40N R7W S35 SW NW,2432000
Two Deer Lake,Sawyer,14.28,10,T42N R6W S35 NE NW,1887400
Two Island Lake,Chippewa,29.4,38,T32N R8W S20 SW SW,1887500
Two Mile Lake,Douglas,96.14,31,T43N R12W S12 SE SE,2503500
Two Sisters Lake,Oneida,719.08,63,T38N R8E S18 SE SW,1588200
Two Sisters Lakes,Forest,9.44,15,T40N R12E S26 NW NW,590000
Two Sisters Lakes,Forest,7.27,15,T40N R12E S27 NE SE,591500
Underwood Lake,Oconto,45.31,37,T30N R19E S30 SW SW,519700
Unnamed,Taylor,2.29,20,T31N R2W S23 SE SW,1672900
Unnamed,Waupaca,24.5,8,T21N R11E S5 NW SW,263200
Unnamed,Taylor,4.2,25,T31N R2W S23 SW NE,1759600
Unnamed,Chippewa,3,13,T32N R8W S21 SW SW,1906600
Unnamed,Oneida,15.02,27,T38N R7E S35 NE NE,1138400
Unnamed,Chippewa,4.83,9,T31N R8W S6 NE NW,1896900
Unnamed,Bayfield,4.65,15,T43N R6W S29 SW NW,2574100
Unnamed,Chippewa,2.48,,T31N R8W S3 SE NW,5584163
Unnamed,Chippewa,4.17,11,T31N R8W S6 NE NE,1896800
Unnamed,Douglas,5.4,2,T43N R12W S11 SW SE,2580900
Unnamed,Douglas,5.4,2,T43N R12W S11 SW SE,2580900
Unnamed,Douglas,10.83,9,T43N R12W S14 NW NW,2581100
Unnamed,Oconto,1.22,20,T32N R15E S14 NW SE,433200
Unnamed,Chippewa,4.95,12,T31N R8W S15 SE SE,1897800
Unnamed,Chippewa,36.79,30,T32N R7W S31 NW SE,1903300
Unnamed,Sawyer,4.62,15,T41N R6W S5 NW NE,2016900
Unnamed,Sawyer,9.16,4,T41N R9W S19 SE SE,2560975
Unnamed,Vilas,1.1,19,T42N R9E S14 SW SW,1628400
Unnamed,Chippewa,5.62,10,T31N R8W S6 SE NE,1896925
Unnamed,Douglas,11.19,10,T43N R11W S7 SW NW,2579600
Unnamed,Bayfield,3.13,15,T47N R7W S33 SW NE,2814900
Unnamed,Douglas,4.92,2,T43N R12W S11 SE SE,2580800
Unnamed,Marquette,26.06,2.5,T14N R10E S17 SW SE,105700
Unnamed,Bayfield,1.55,45,T43N R6W S29 SW SW,2574300
Unnamed,Douglas,16.97,5,T43N R13W S14 SE SE,2582900
Unnamed,Douglas,1.89,17,T46N R10W S12 NE SE,2806800
Unnamed,Douglas,2,12,T46N R11W S22 SE NE,2808600
Unnamed,Douglas,4.55,8,T43N R12W S14 NW NW,2581200
Unnamed,Oneida,20.68,20,T38N R8E S3 SW NW,1138800
Upper Buckatabon Lake,Vilas,492.99,47,T41N R9E S23 NE NW,1621800
Upper Clam Lake,Ashland,167.92,20,T42N R4W S6 NW NE,2429600
Upper Devils Lake,Barron,42.13,10,T36N R11W S6 NE NE,2043500
Upper Eau Claire Lake,Bayfield,1024.41,92,T44N R9W S9 SW SE,2742700
Upper Genesee Lake,Waukesha,32.04,27,T7N R17E S22 NE SW,788500
Upper Gresham Lake,Vilas,362.12,32,T41N R6E S4 NE SE,2330800
Upper Island Lake,Oconto,16.19,15,T32N R15E S13 SE SE,490000
Upper Jones Lake,Oconto,2.43,15,T32N R15E S18 NW SE,439200
Upper Kaubashine Lake,Oneida,180.71,56,T38N R6E S9 SE NW,1535000
Upper Kelly Lake,Milwaukee,12.68,31,T6N R21E S31 NW SW,7100
Upper Kelly Lake,Waukesha,12.68,31,T6N R21E S31 NW SW,7100
Upper Kimball Lake,Washburn,42.02,11,T42N R13W S11 SE NW,2692000
Upper Mud Lake,Dane,217.94,8,T7N R10E S28 SW SW,804000
Upper Nashotah Lake,Waukesha,131.21,53,T7N R17E S12 SW NE,827500
Upper Nemahbin Lake,Waukesha,276.85,60,T7N R17E S24 NE NW,827100
Upper Ox Lake,Douglas,59.97,19,T44N R11W S14 SW NE,2744700
Upper Park Falls Flowage 760,Ashland,309.6,17,T40N R1W S13 SW SW,2290500
Upper Park Falls Flowage 760,Price,309.6,17,T40N R1W S13 SW SW,2290500
Upper Post Lake,Langlade,765.17,14,T34N R11E S11 SW NE,399200
Upper Post Lake,Oneida,765.17,14,T34N R11E S11 SW NE,399200
Upper Range Lake,Oconto,2.9,20,T32N R15E S13 NW NE,491000
Upper Red Lake,Shawano,195.45,15,T27N R14E S3 NW NE,329900
Upper Saint Croix Lake,Douglas,828.27,22,T44N R12W S1 NE NW,2747300
Upper Scott Flowage 4060,Marinette,124.48,16,T31N R23E S32 SE SE,609400
Upper Scott Flowage 4060,Marinette,124.48,16,T31N R23E S32 SE SE,609400
Upper Spring Lake,Jefferson,22.57,11,T5N R16E S24 NW NW,821000
Upper Sugarbush Lake,Vilas,140.71,29,T41N R5E S16 SW NE,2318000
Upper Tigerton Pond,Shawano,35.12,14,T26N R12E S16 NW NW,307700
Upper Turtle Lake,Barron,427.01,25,T34N R14W S27 NW NE,2079800
Upper Twin Lake,Chippewa,36.67,27,T30N R8W S11 SE NE,2043700
Upper Vermillion Lake,Barron,91.47,9,T35N R13W S15 NE SE,2098800
Upper Wapato Lake,Oconto,50.48,10,T33N R15E S32 SW NW,466400
Upper Waterman Lake,Barron,28.34,47,T36N R14W S5 SW SE,2660800
Upson Lake,Iron,49.22,17,T45N R1W S12 NW SE,2908500
Utica Lake,Waukesha,13.14,25,T6N R17E S4 NE NE,825800
Valley Lake,Oconto,25.12,35,T32N R15E S12 SE SW,487900
Valley Lake,Forest,24.12,37,T35N R16E S23 NE SE,515000
Van Order Pond (Christensen),Portage,53.7,7,T24N R8E S1 SE NE,1403800
Van Vliet Lake,Vilas,230.01,20,T43N R6E S16 SW SE,2956800
Van Zile Lake,Forest,78.24,17,T37N R14E S1 NE NE,608400
Van Zile Lake,Florence,78.24,17,T37N R14E S1 NE NE,608400
Vandercook Lake,Vilas,97.31,22,T41N R6E S36 SE SW,1176400
Velvet Lake,Oneida,33.64,16,T37N R8E S33 SE NW,1176500
Venison Lake,Sawyer,3.42,30,T40N R6W S14 NW NW,2043800
Venison Spring,Sawyer,1.1,10,T40N R6W S12 NE SW,2415300
Venus Lake,Oneida,63.88,21,T36N R11E S30 NE SW,1577000
Vern Wolf Lake,Kenosha,149.6,12,T2N R20E S22 NE NE,739100
Veterans Memorial Park Pond,La Crosse,3.87,7.5,T16N R6W S5 NE NE,1652200
Vetting Lake,Manitowoc,5.16,34,T19N R23E S32 SE SW,67900
Vincent Lake,Polk,58.46,15,T35N R16W S9 NW NW,2598500
Viola Lake,Burnett,265.43,34,T39N R15W S32 SW SE,2598600
Virgin Lake,Oneida,38.44,30,T36N R7E S29 NW SW,1176700
Virgin Lake,Oneida,260.78,31,T38N R11E S14 NW SW,1614100
Voltz Lake,Kenosha,61.26,24,T1N R20E S36 NW NW,746300
Wabasso Lake,Vilas,52,45,T40N R4E S4 SW NW,2045000
Wabigon Lake,Bayfield,33.91,65,T45N R8W S13 NE NW,2832300
Wadley Lake,Marathon,44.77,22,T26N R9E S33 NW SW,1177600
Wagner Lake,Douglas,19.94,30,T43N R12W S15 SW SW,2599200
Waite Lake,Forest,3.54,5,T39N R13E S11 SW SW,687600
Waldo Mill Pond,Sheboygan,35.59,7,T14N R21E S14 SE SE,52500
Wallace Lake,Washington,54.2,35,T11N R20E S6 NW NE,28300
Wanoka Lake,Bayfield,15.2,20,T47N R7W S20 NW NW,2832400
Wapogasset Lake,Polk,1188.81,32,T33N R17W S26 NE SW,2618000
Wapoose Lake,Forest,29.76,15,T40N R14E S26 SE SW,684500
Ward Lake,Polk,82.19,43,T36N R16W S14 NW SW,2599400
Ward Mill Pond,Lincoln,118,13,T31N R6E S12 NW NE,1481800
Warner Lake,Burnett,176.16,75,T38N R15W S4 SE NW,2677200
